age,ed,employ,address,income,debtinc,creddebt,othdebt,default
45,3,9,13,72,18.9,5.569577,8.038423,0
41,1,10,11,56,15.0,3.291897,5.108103,0
35,1,10,10,34,8.9,1.451523,1.574477,0
37,1,8,6,54,11.1,4.085369,1.908631,0
36,1,6,4,50,13.6,2.042313,4.757687,1
36,2,11,13,54,3.3,1.200199,0.581801,0
24,1,1,1,45,12.6,3.86614,1.80386,0
28,2,3,4,48,20.4,3.583786,6.208214,0
34,3,6,6,66,17.0,6.385531,4.834469,0
53,1,2,3,43,1.7,0.434464,0.296536,0
32,2,4,5,38,6.0,0.835106,1.444894,0
29,1,5,5,33,6.0,1.00666,0.97334,1
43,2,6,4,52,15.0,2.692096,5.107904,0
38,2,2,2,43,7.0,0.998782,2.011218,0
37,3,11,11,66,21.3,8.386362,5.671638,0
24,1,2,1,38,5.7,1.116448,1.049552,0
22,1,1,1,40,7.6,1.698806,1.341194,0
39,1,2,2,48,7.2,2.293945,1.162055,0
51,2,13,13,42,19.2,3.938323,4.125677,1
39,2,9,8,37,17.3,2.948835,3.452165,0
31,1,4,5,35,12.4,2.694643,1.645357,0
28,3,2,2,42,8.0,2.258576,1.101424,0
22,4,0,0,50,18.4,6.104096,3.095904,0
36,3,12,13,60,1.9,0.355631,0.784369,0
32,1,0,0,49,1.1,0.307269,0.231731,0
43,1,0,0,44,5.7,1.558796,0.949204,0
35,1,10,10,34,6.8,1.452479,0.859521,1
52,1,23,28,57,9.6,2.952336,2.519664,0
33,1,5,7,47,10.5,2.629603,2.305397,0
26,1,3,3,37,4.0,0.526256,0.953744,0
34,3,8,9,59,4.4,1.679206,0.916794,1
27,4,2,2,56,18.7,4.360341,6.111659,0
23,3,2,2,31,18.3,3.418477,2.254523,1
47,1,0,0,53,4.4,1.298118,1.033882,0
53,1,22,29,61,5.0,2.128825,0.921175,0
37,1,4,3,54,6.0,1.885137,1.354863,0
41,3,3,4,59,9.4,2.83331,2.71269,0
31,1,6,8,48,5.0,1.372347,1.027653,0
33,3,9,12,61,9.3,3.09056,2.58244,1
51,1,13,17,52,4.0,1.364517,0.715483,0
35,1,7,4,31,5.4,1.074076,0.599924,0
29,3,3,2,36,7.9,1.530416,1.313584,0
28,2,3,2,32,6.9,1.214681,0.993319,0
33,1,4,3,52,2.3,0.628705,0.567295,0
24,1,1,1,33,12.1,2.471328,1.521672,0
28,1,5,6,45,9.3,1.844039,2.340961,0
47,2,20,11,69,14.1,3.929166,5.799834,0
33,3,6,7,44,9.1,2.239543,1.764457,0
41,1,3,3,45,16.4,2.412832,4.967168,0
37,2,12,7,37,6.5,1.634162,0.770838,0
39,1,1,1,43,10.1,1.503168,2.839832,1
25,1,2,2,41,4.1,0.759525,0.921475,0
29,3,3,4,52,5.1,0.936484,1.715516,0
35,2,8,7,61,14.4,3.238133,5.545867,0
25,1,4,4,35,13.8,2.013615,2.816385,0
29,1,5,4,45,1.5,0.298791,0.376209,0
41,1,4,6,34,7.6,0.776115,1.807885,1
30,1,3,2,38,4.2,0.564121,1.031879,0
35,4,5,5,53,4.2,0.91649,1.30951,0
38,1,1,1,41,20.1,4.208091,4.032909,0
47,1,9,7,59,6.3,1.363926,2.353074,0
46,5,15,13,57,15.0,4.345696,4.204304,1
24,1,0,0,29,4.8,0.948153,0.443847,0
35,2,4,3,46,13.0,3.971751,2.008249,0
33,2,4,3,32,9.9,1.125114,2.042886,1
34,1,7,8,45,17.2,4.449841,3.290159,0
27,2,2,2,52,5.9,2.10519,0.96281,0
27,2,2,2,42,14.6,1.983415,4.148585,0
29,3,7,10,57,17.2,5.14775,4.65625,0
22,1,1,1,36,16.5,3.638076,2.301924,0
53,2,2,2,56,12.5,4.098495,2.901505,0
31,1,1,1,42,3.7,0.838296,0.715704,0
24,1,3,4,33,5.7,0.624389,1.256611,0
25,2,4,2,47,4.3,0.935952,1.085048,0
32,1,4,5,50,17.0,2.720953,5.779047,0
38,1,11,7,56,6.8,1.157635,2.650365,0
26,1,3,2,33,11.1,1.34342,2.31958,1
40,1,0,0,38,10.0,2.008149,1.791851,0
24,2,2,1,33,8.8,1.643014,1.260986,0
39,2,10,5,55,15.0,4.440744,3.809256,0
36,1,4,4,32,10.1,0.99612,2.23588,0
44,2,17,21,53,25.2,8.95049,4.40551,1
33,1,8,11,52,16.5,2.827387,5.752613,0
24,1,4,5,42,11.4,2.485147,2.302853,0
32,2,9,9,52,4.9,1.760937,0.787063,0
48,1,14,7,54,0.9,0.200915,0.285085,0
34,1,4,3,45,2.5,0.424142,0.700858,0
40,1,5,6,56,0.6,0.194727,0.141273,0
27,1,1,1,36,10.8,1.913152,1.974848,0
35,3,8,4,41,10.9,3.017178,1.451822,0
51,2,22,33,53,6.8,1.514015,2.089985,0
29,1,2,3,34,11.9,2.243251,1.802749,0
22,2,1,1,38,12.0,1.864899,2.695101,1
36,1,5,5,52,10.4,1.992034,3.415966,0
23,4,2,2,56,12.9,2.689721,4.534279,0
38,1,11,14,48,24.2,7.509068,4.106932,0
31,2,3,4,39,9.7,1.44561,2.33739,0
39,2,14,10,56,5.4,1.569154,1.454846,0
39,1,10,6,42,7.6,0.988602,2.203398,0
20,1,0,0,28,12.2,1.378748,2.037252,1
44,1,16,10,46,2.1,0.397614,0.568386,0
31,2,5,5,39,22.9,4.414868,4.516132,1
35,1,7,5,41,5.4,1.43181,0.78219,1
20,2,1,1,37,4.9,0.786873,1.026127,0
35,1,9,8,45,17.8,3.635045,4.374955,0
39,1,14,16,42,2.6,0.723366,0.368634,0
29,1,7,5,44,1.8,0.291367,0.500633,0
27,4,3,4,63,2.9,1.212085,0.614915,0
42,2,14,18,52,13.2,4.464707,2.399293,0
29,3,2,2,48,2.6,0.580763,0.667237,0
41,2,14,17,57,7.1,1.633179,2.413821,0
22,3,2,2,42,15.4,2.988752,3.479248,0
22,3,1,1,40,23.8,6.582841,2.937159,0
45,1,14,13,35,6.6,1.239617,1.070383,0
36,1,3,3,46,6.6,1.656482,1.379518,0
40,2,11,6,65,2.5,1.07189,0.55311,0
31,2,4,6,32,2.9,0.586447,0.341553,0
27,2,5,3,49,15.6,3.347774,4.296226,0
34,1,2,1,50,6.6,2.184651,1.115349,0
48,1,15,10,41,4.5,0.961443,0.883557,0
31,4,6,8,68,9.7,3.995845,2.600155,0
47,3,8,8,47,10.4,3.371005,1.516995,0
29,1,7,5,43,16.8,4.814675,2.409325,0
39,2,3,2,48,13.0,2.722484,3.517516,0
23,1,2,2,42,6.8,1.194729,1.661271,0
52,1,21,19,54,3.5,0.925175,0.964825,0
32,1,0,0,31,19.9,4.281775,1.887225,1
44,3,11,15,53,7.7,1.354406,2.726594,0
22,1,1,1,37,8.1,0.903408,2.093592,0
27,2,0,0,43,11.5,2.642805,2.302195,1
39,2,9,11,61,8.0,1.627449,3.252551,0
35,2,1,1,45,6.6,1.302398,1.667602,0
37,3,10,7,68,6.6,2.284632,2.203368,0
31,3,1,1,40,9.5,2.196368,1.603632,0
25,2,3,3,47,13.3,3.847978,2.403022,0
45,1,6,9,47,8.7,2.824815,1.264185,0
38,2,3,4,37,10.2,1.629634,2.144366,0
34,2,8,9,38,5.3,1.383605,0.630395,0
41,1,16,21,54,18.1,6.072829,3.701171,1
44,1,17,24,56,6.4,2.061958,1.522042,1
37,2,3,4,40,17.3,4.44565,2.47435,1
40,2,15,13,49,2.5,0.847822,0.377178,0
24,1,0,0,30,7.9,1.572498,0.797502,0
44,1,1,1,46,11.3,2.527312,2.670688,0
48,3,10,7,49,3.6,0.815367,0.948633,0
40,4,10,14,75,9.1,4.44916,2.37584,0
24,1,1,1,42,3.7,0.901214,0.652786,0
40,1,2,2,40,1.3,0.166618,0.353382,0
46,4,8,5,52,11.3,2.187682,3.688318,0
22,1,1,1,31,15.2,2.506004,2.205996,1
41,1,9,11,49,4.9,1.467688,0.933312,0
42,1,15,10,55,8.1,2.651727,1.803273,0
39,3,4,2,46,5.8,1.802612,0.865388,0
52,1,16,11,38,7.5,1.038598,1.811402,0
41,1,9,7,44,6.1,1.001641,1.682359,0
41,3,14,17,46,23.8,3.493791,7.454209,1
43,1,2,3,41,4.9,0.612771,1.396229,0
21,1,1,1,30,7.9,1.010161,1.359839,0
40,4,10,6,82,5.2,1.917345,2.346655,0
40,2,8,12,54,7.8,2.563331,1.648669,0
36,2,6,8,54,6.4,1.840077,1.615923,0
39,2,13,19,60,16.4,5.340998,4.499002,0
31,2,8,9,32,5.6,1.124639,0.667361,0
38,2,0,0,64,9.8,2.809017,3.462983,0
38,2,6,6,57,15.0,3.325591,5.224409,0
32,3,8,10,66,4.1,1.820197,0.885803,0
25,1,1,1,27,14.7,2.101389,1.867611,0
34,1,2,3,50,5.5,1.46362,1.28638,0
26,2,5,6,33,13.9,2.201528,2.385472,0
28,2,6,8,37,3.3,0.727805,0.493195,0
25,2,1,1,48,3.0,0.648343,0.791657,0
30,1,4,4,42,30.6,7.049065,5.802935,0
31,3,0,0,59,23.4,7.789415,6.016585,0
23,1,1,1,37,6.8,1.482737,1.033263,0
26,2,3,2,40,6.5,1.089287,1.510713,0
25,1,3,3,42,3.0,0.652389,0.607611,0
28,3,2,2,55,14.7,3.482311,4.602689,0
35,1,11,10,35,7.1,0.917862,1.567138,0
27,3,4,3,50,3.1,0.836536,0.713464,0
29,1,4,3,43,10.4,2.254065,2.217935,0
42,1,14,19,46,12.4,3.027385,2.676615,1
34,2,4,5,41,25.6,6.721545,3.774455,1
29,1,4,5,37,4.0,0.713925,0.766075,0
38,1,9,12,38,4.7,1.117778,0.668222,0
27,2,6,4,43,21.4,5.237893,3.964107,0
26,1,0,0,37,15.0,2.106464,3.443536,0
35,3,10,13,70,16.1,4.108965,7.161035,0
39,2,3,3,59,1.3,0.356214,0.410786,0
33,3,5,7,62,6.7,2.149629,2.004371,1
47,1,4,6,43,1.1,0.229061,0.243939,0
39,4,11,7,57,12.1,2.47305,4.42395,0
40,1,12,12,48,19.7,6.432024,3.023976,0
52,1,16,12,40,28.9,7.469558,4.090442,0
29,1,0,0,41,9.0,1.139031,2.550969,0
47,1,17,17,37,6.4,1.65273,0.71527,0
24,1,0,0,40,4.5,0.964163,0.835837,0
27,1,6,7,31,3.0,0.569357,0.360643,0
29,2,1,1,36,1.2,0.247249,0.184751,0
44,1,18,14,61,13.2,4.727705,3.324295,0
51,1,21,22,44,17.4,4.484712,3.171288,0
32,1,7,4,35,4.2,0.85779,0.61221,0
28,2,4,6,46,12.6,3.610025,2.185975,0
36,1,8,12,44,8.1,1.536788,2.027212,0
27,1,4,2,46,14.3,3.975357,2.602643,1
32,1,1,1,37,2.1,0.538746,0.238254,0
26,3,3,4,43,11.2,2.200458,2.615542,0
34,3,5,3,49,11.0,2.99018,2.39982,0
25,2,4,6,51,6.7,1.830948,1.586052,0
43,1,2,2,35,6.2,1.309761,0.860239,0
32,2,1,1,38,7.2,1.177074,1.558926,0
40,5,10,6,90,1.3,0.73638,0.43362,0
28,1,3,2,26,7.0,0.942537,0.877463,0
24,1,2,2,32,10.8,1.632344,1.823656,0
32,2,5,3,35,8.3,1.816926,1.088074,1
29,3,2,2,37,4.2,0.754675,0.799325,0
34,1,2,3,43,4.8,0.989731,1.074269,0
26,2,1,1,48,6.7,1.244041,1.971959,0
29,2,1,1,52,16.9,4.44952,4.33848,0
26,2,2,2,36,12.5,2.755258,1.744742,0
22,2,2,1,32,6.5,0.986385,1.093615,0
39,1,14,19,57,10.2,3.889769,1.924231,0
30,1,3,2,48,3.6,0.62815,1.09985,0
22,2,3,3,34,8.9,1.987349,1.038651,0
33,2,4,2,41,10.3,2.51741,1.70559,0
43,1,4,4,50,8.2,2.314729,1.785271,0
45,3,0,0,57,3.7,1.172539,0.936461,0
41,3,10,12,75,10.2,3.684853,3.965147,0
25,2,3,2,37,25.1,3.494221,5.792779,1
44,1,9,6,39,5.0,1.128602,0.821398,0
28,1,0,0,31,2.0,0.358134,0.261866,0
23,2,3,2,50,8.4,2.027688,2.172312,0
30,3,8,8,57,10.9,2.993805,3.219195,0
28,2,3,4,55,3.5,0.626461,1.298539,0
45,1,0,0,58,9.6,2.278622,3.289378,0
46,1,0,0,47,8.4,2.738051,1.209949,1
28,1,0,0,36,4.8,0.784633,0.943367,0
36,1,4,2,49,1.9,0.410286,0.520714,0
27,1,1,1,40,7.0,0.893256,1.906744,0
35,2,11,6,49,11.4,1.92388,3.66212,0
48,1,20,15,49,13.4,4.404162,2.161838,1
38,1,1,1,45,20.0,3.213574,5.786426,1
28,2,7,9,32,13.8,1.616456,2.799544,1
32,1,4,3,35,4.3,1.02942,0.47558,0
24,1,1,1,38,9.5,2.185508,1.424492,0
43,1,6,8,58,6.1,1.882315,1.655685,1
47,1,18,24,45,4.1,1.165937,0.679063,0
44,1,14,15,41,3.3,0.498622,0.854378,0
31,1,6,9,31,3.3,0.46839,0.55461,0
42,1,3,4,34,9.5,1.032117,2.197883,0
28,1,4,5,47,10.8,1.784238,3.291762,0
31,1,4,4,50,9.5,1.894133,2.855867,1
25,2,5,5,39,1.3,0.301479,0.205521,0
31,2,4,5,35,13.8,1.659909,3.170091,0
30,1,6,5,38,5.7,1.09717,1.06883,0
32,1,8,7,33,6.6,0.816431,1.361569,0
35,1,1,1,53,4.7,1.451225,1.039775,0
31,3,4,3,43,4.6,1.207347,0.770653,0
37,1,3,3,42,6.8,1.26498,1.59102,0
29,1,2,2,46,12.9,2.732084,3.201916,0
46,3,14,8,75,12.0,4.316875,4.683125,0
34,1,9,8,50,5.5,0.905798,1.844202,0
34,2,10,5,34,16.7,2.382218,3.295782,0
44,1,4,5,58,9.2,3.686854,1.649146,0
39,1,14,13,54,0.6,0.203431,0.120569,0
33,1,5,6,30,17.5,1.969334,3.280666,0
29,1,4,2,46,9.6,1.607421,2.808579,0
40,2,12,10,58,16.5,5.269723,4.300277,0
33,1,6,8,43,10.0,2.95696,1.34304,0
35,1,8,11,37,5.8,0.847275,1.298725,1
35,1,6,3,52,6.1,2.185622,0.986378,0
29,1,5,6,33,6.2,1.178116,0.867884,0
47,1,7,5,45,17.1,4.590803,3.104197,0
35,2,8,12,61,8.4,2.706703,2.417297,0
28,4,2,2,53,8.2,1.821396,2.524604,0
31,1,7,7,35,9.4,1.839171,1.450829,1
36,1,4,3,50,5.8,1.498644,1.401356,0
37,1,11,9,33,8.7,1.813534,1.057466,0
24,3,1,1,55,5.9,1.877611,1.367389,0
28,1,4,6,36,15.1,2.920584,2.515416,0
25,1,4,3,41,27.7,5.674344,5.682656,0
33,1,1,1,39,28.9,6.081096,5.189904,1
26,2,1,1,29,12.9,2.025993,1.715007,0
31,2,1,1,58,13.3,3.170457,4.543543,0
25,2,1,1,28,3.5,0.307278,0.672722,0
37,5,12,6,49,5.7,1.725734,1.067266,0
50,2,20,17,50,3.0,0.763459,0.736541,0
48,1,16,20,50,22.3,4.960607,6.189393,1
29,3,6,8,60,5.4,1.8236,1.4164,0
34,4,3,4,41,23.1,6.506863,2.964137,0
47,1,12,15,56,19.7,5.36537,5.66663,0
31,2,3,4,46,16.1,4.507202,2.898798,0
52,1,17,22,65,3.7,1.025478,1.379522,0
41,1,12,12,50,1.3,0.345882,0.304118,0
29,2,2,1,35,2.7,0.528221,0.416779,0
40,1,9,10,53,10.3,2.415398,3.043602,0
26,1,5,7,38,30.7,4.358597,7.307403,1
31,1,4,2,46,23.8,5.207393,5.740607,0
31,2,2,3,49,11.3,3.131494,2.405506,0
50,1,13,13,43,10.2,1.328624,3.057376,0
39,1,5,4,35,5.5,0.982864,0.942136,0
43,1,1,1,59,10.1,1.830522,4.128478,0
46,3,6,4,68,10.4,4.776702,2.295298,0
39,4,5,3,77,13.5,4.113669,6.281331,0
22,2,2,1,32,10.0,1.611605,1.588395,1
30,1,7,10,36,2.1,0.498116,0.257884,0
22,3,3,3,47,9.4,2.153071,2.264929,0
26,2,4,3,42,12.9,3.694321,1.723679,0
28,1,3,4,43,7.7,1.877296,1.433704,0
25,2,2,2,50,6.1,0.985801,2.064199,0
52,1,8,8,49,4.8,1.098944,1.253056,0
23,4,0,0,42,7.2,2.051067,0.972933,1
33,1,4,4,52,13.0,2.199047,4.560953,0
29,4,1,1,67,4.0,0.937383,1.742617,0
35,1,3,2,39,19.9,2.354951,5.406049,0
35,1,1,1,30,27.7,3.751194,4.558806,1
51,1,8,6,43,8.9,1.81161,2.01539,0
35,1,11,15,32,10.3,2.254856,1.041144,1
25,1,3,4,34,8.6,1.199058,1.724942,0
42,1,11,14,59,6.0,1.797715,1.742285,0
41,1,8,6,40,11.1,2.326318,2.113682,1
39,1,14,16,50,7.0,1.43639,2.06361,0
30,3,8,12,45,5.4,0.898166,1.531834,0
39,2,14,16,50,6.7,1.300558,2.049442,0
48,1,4,4,60,7.9,2.375314,2.364686,0
31,1,6,8,46,17.6,4.814342,3.281658,0
33,1,4,4,36,4.6,0.576896,1.079104,0
45,2,1,1,43,12.9,1.784747,3.762253,1
44,1,4,6,44,9.1,1.775586,2.228414,0
39,2,10,6,51,15.7,4.022442,3.984558,0
34,2,1,1,34,4.5,0.774338,0.755662,0
28,1,6,5,47,6.6,1.903715,1.198285,0
35,1,7,4,34,2.5,0.5587,0.2913,0
25,1,0,0,29,23.6,2.698109,4.145891,1
30,1,7,10,40,5.0,0.815483,1.184517,0
31,3,5,6,45,1.9,0.465696,0.389304,0
41,3,13,17,65,6.7,2.081306,2.273694,0
28,1,5,7,38,17.6,2.602629,4.085371,0
47,2,14,8,55,6.7,2.300269,1.384731,0
30,2,7,10,39,5.8,0.96792,1.29408,0
48,1,3,3,52,16.1,5.055335,3.316665,0
26,1,1,1,41,10.3,1.784457,2.438543,1
24,1,4,4,26,9.3,0.879384,1.538616,0
21,3,1,1,44,4.4,0.828408,1.107592,1
28,2,6,3,44,10.8,2.021109,2.730891,0
47,1,6,9,60,6.0,1.395912,2.204088,0
37,1,9,5,52,16.3,2.648621,5.827379,0
33,2,2,3,45,3.6,1.013941,0.606059,0
41,4,2,2,69,9.5,2.620791,3.934209,0
31,2,2,1,52,13.4,2.206291,4.761709,1
43,3,6,8,62,12.0,2.82175,4.61825,0
28,1,4,6,44,27.1,6.272816,5.651184,1
28,4,3,4,66,8.1,2.551317,2.794683,0
46,1,0,0,41,19.2,2.73038,5.14162,1
39,2,11,16,51,18.4,4.674793,4.709207,0
54,1,21,25,44,9.9,1.397495,2.958505,0
36,3,5,7,60,18.4,4.63946,6.40054,1
39,1,5,7,47,10.4,2.461973,2.426027,0
31,1,8,8,34,8.8,1.20634,1.78566,0
25,1,2,2,26,11.6,1.765566,1.250434,0
27,1,2,2,35,9.7,2.304169,1.090831,0
41,2,13,8,55,16.0,4.393677,4.406323,0
46,1,13,17,54,3.4,0.856687,0.979313,0
29,2,3,3,33,6.0,0.865004,1.114996,0
28,2,6,5,35,27.1,5.583269,3.901731,1
38,3,13,15,41,9.8,2.588239,1.429761,0
36,2,11,14,36,9.8,2.331242,1.196758,0
32,4,6,4,64,7.8,3.436973,1.555027,0
31,1,6,7,48,6.5,1.070427,2.049573,0
31,1,6,3,35,7.9,1.911051,0.853949,0
47,4,17,11,65,5.7,2.482671,1.222329,0
36,2,6,8,50,12.1,2.325229,3.724771,0
31,1,3,2,48,5.7,0.876968,1.859032,0
35,1,6,8,40,11.4,3.134359,1.425641,0
33,1,10,12,46,10.3,2.093863,2.644137,0
50,4,17,15,59,13.5,4.938659,3.026341,0
21,3,1,1,47,6.7,2.176799,0.972201,0
22,1,2,1,30,18.7,2.509313,3.100687,1
27,2,2,3,34,24.4,2.536616,5.759384,1
38,4,8,8,70,12.0,4.089776,4.310224,0
30,3,8,11,41,9.6,2.251887,1.684113,0
32,5,7,4,72,9.1,3.562024,2.989976,0
36,1,5,7,30,17.5,2.484088,2.765912,0
34,1,3,4,40,5.0,1.162586,0.837414,0
54,3,8,6,74,12.4,4.298847,4.877153,0
26,3,4,3,54,9.6,2.913326,2.270674,0
23,1,0,0,26,3.7,0.548451,0.413549,0
37,1,2,1,44,1.6,0.384672,0.319328,0
54,1,18,23,52,4.7,1.63718,0.80682,0
25,2,3,2,38,10.6,1.721618,2.306382,0
37,1,11,12,42,13.2,2.2715,3.2725,0
27,2,4,3,46,15.4,4.209799,2.874201,0
27,3,5,7,57,7.6,1.42947,2.90253,0
42,1,8,5,35,10.0,1.608698,1.891302,0
45,3,13,7,69,3.1,1.42009,0.71891,0
29,1,3,2,33,13.1,2.578923,1.744077,0
43,4,14,8,85,3.6,1.518862,1.541138,0
45,3,7,10,65,6.4,2.167737,1.992263,0
39,1,12,16,39,6.3,1.643238,0.813762,1
34,3,4,3,62,4.9,0.995634,2.042366,0
50,1,9,5,60,19.1,7.243351,4.216649,0
39,2,14,19,47,23.1,7.497162,3.359838,1
34,2,11,12,37,2.9,0.552301,0.520699,0
39,2,14,19,54,4.0,1.108633,1.051367,0
39,4,14,21,51,10.6,1.772581,3.633419,0
34,1,9,5,51,15.0,3.015752,4.634248,1
46,3,11,13,58,14.8,5.175947,3.408053,1
30,2,4,3,39,6.0,0.98783,1.35217,0
29,1,7,7,28,13.1,1.948774,1.719226,0
39,1,1,1,32,8.2,1.016521,1.607479,0
45,4,18,21,87,6.8,2.32017,3.59583,0
30,3,6,9,55,5.4,1.374554,1.595446,0
33,3,3,4,54,10.9,2.615177,3.270823,1
32,1,6,5,35,26.0,4.891151,4.208849,0
31,2,4,5,39,2.6,0.307276,0.706724,0
43,1,17,10,39,24.6,4.656992,4.937008,1
40,1,9,7,33,4.2,0.820442,0.565558,1
35,1,10,6,30,8.6,1.721923,0.858077,0
33,3,7,9,49,41.3,6.617227,13.619773,1
46,2,12,18,58,4.4,1.544426,1.007574,1
48,2,10,7,64,9.0,3.826618,1.933382,0
22,1,0,0,33,11.3,1.354995,2.374005,0
41,1,12,17,46,12.8,3.662939,2.225061,0
31,1,7,5,32,8.2,0.932998,1.691002,0
22,1,1,1,42,7.2,1.255489,1.768511,0
31,3,6,5,41,7.6,1.111829,2.004171,1
39,1,2,1,39,6.1,1.456008,0.922992,0
38,1,8,10,56,4.3,1.003059,1.404941,0
42,1,0,0,44,10.3,2.879944,1.652056,1
47,3,9,5,66,6.1,1.337333,2.688667,0
24,1,4,3,37,6.2,1.271047,1.022953,1
44,2,6,7,45,16.4,3.8526,3.5274,0
35,3,12,10,68,23.6,8.607731,7.440269,1
34,1,10,10,37,11.1,1.848038,2.258962,0
29,1,4,2,28,1.1,0.138527,0.169473,0
31,1,6,8,50,26.3,5.959284,7.190716,0
28,2,2,1,34,1.7,0.278273,0.299727,0
47,1,6,8,61,11.5,4.713693,2.301307,1
50,2,4,2,61,1.6,0.366005,0.609995,0
25,1,3,3,45,4.8,1.264171,0.895829,0
34,3,4,2,38,6.7,0.828508,1.717492,0
22,1,3,3,41,3.1,0.724063,0.546937,0
48,1,18,14,48,5.1,1.019346,1.428654,0
35,1,9,13,29,3.6,0.544518,0.499482,0
33,1,2,2,51,4.6,0.889314,1.456686,0
26,1,5,6,46,18.7,4.735752,3.866248,1
47,2,14,20,49,9.0,1.825321,2.584679,0
43,1,7,9,49,13.4,4.446227,2.119773,1
35,1,3,3,42,26.3,6.002758,5.043242,0
32,3,8,10,43,17.6,4.714265,2.853735,0
48,1,20,28,62,23.8,8.686803,6.069197,0
46,3,15,17,68,16.8,4.563299,6.860701,1
44,1,5,5,61,7.2,2.98572,1.40628,0
24,4,2,2,38,10.1,1.989928,1.848072,1
33,2,3,3,54,16.6,5.082638,3.881362,0
27,2,0,0,33,25.1,2.756069,5.526931,1
32,2,9,6,52,4.2,1.3392,0.8448,0
28,1,4,6,36,17.8,3.994099,2.413901,1
41,1,9,13,50,3.7,0.822006,1.027994,0
31,1,5,5,37,12.7,1.561411,3.137589,0
27,3,2,2,34,15.0,1.59694,3.50306,0
34,2,1,1,53,13.9,4.091906,3.275094,1
26,1,2,1,26,23.1,2.114388,3.891612,0
52,1,14,14,67,13.5,4.570266,4.474734,1
27,2,2,1,35,27.7,4.935407,4.759593,0
35,1,1,1,36,3.2,0.536237,0.615763,0
53,1,17,9,66,6.7,2.772323,1.649677,0
43,2,11,6,65,18.6,4.345097,7.744903,0
34,1,3,3,51,5.7,0.902395,2.004605,0
36,1,12,15,50,6.4,1.176845,2.023155,0
41,3,0,0,53,5.1,0.868243,1.834757,0
41,1,12,17,45,16.3,4.156397,3.178603,0
48,2,11,15,66,13.0,4.343483,4.236517,0
25,1,3,2,25,8.0,1.081699,0.918301,1
28,1,3,4,35,6.3,0.835829,1.369171,0
41,3,9,9,74,20.9,10.521442,4.944558,0
30,3,1,1,56,15.2,2.999607,5.512393,0
41,3,2,1,58,6.6,1.156387,2.671613,0
22,1,1,1,43,7.9,2.164824,1.232176,1
30,3,5,4,62,15.4,5.256911,4.291089,1
21,1,2,3,31,5.5,0.661897,1.043103,0
48,1,10,12,58,5.1,1.989051,0.968949,0
32,1,1,1,43,7.7,1.68033,1.63067,1
29,1,7,4,28,2.2,0.270765,0.345235,0
28,2,3,2,34,5.8,0.751383,1.220617,0
27,1,1,1,35,4.8,0.684051,0.995949,0
46,3,1,1,72,7.0,3.010569,2.029431,0
53,1,5,6,63,16.6,4.444887,6.013113,1
31,1,1,1,34,6.5,1.319965,0.890035,0
38,4,6,5,72,9.8,3.662713,3.393287,1
34,1,1,1,44,32.3,4.670842,9.541158,0
33,2,6,6,34,17.0,2.195083,3.584917,0
25,2,3,2,28,12.9,1.978009,1.633991,1
27,1,5,4,42,5.2,0.657247,1.526753,0
35,2,3,4,38,20.1,2.678331,4.959669,0
30,2,5,4,47,5.0,1.613821,0.736179,0
45,1,5,5,59,8.5,2.513778,2.501222,0
30,1,1,1,38,2.0,0.512996,0.247004,0
38,2,0,0,42,12.2,2.069495,3.054505,0
26,4,5,4,43,13.6,2.251572,3.596428,0
48,1,16,14,60,10.5,3.087174,3.212826,1
36,1,11,14,41,6.7,1.718912,1.028088,0
39,1,11,15,43,13.5,1.835348,3.969652,0
29,1,4,5,37,9.8,1.231569,2.394431,1
39,1,9,9,43,1.2,0.314009,0.201991,0
45,1,8,6,60,8.2,1.963029,2.956971,0
39,2,8,10,43,11.5,3.286779,1.658221,0
28,2,4,2,34,23.8,3.354928,4.737072,1
31,1,4,5,31,5.1,0.829504,0.751496,1
41,1,7,7,57,9.6,2.404543,3.067457,0
25,2,1,1,39,6.2,1.304235,1.113765,0
26,1,4,2,40,1.7,0.351817,0.328183,0
22,1,2,2,31,14.7,2.04399,2.51301,0
40,2,11,15,42,23.1,3.591206,6.110794,1
47,1,9,5,38,9.3,2.410377,1.123623,1
38,3,0,0,40,5.7,1.251601,1.028399,0
34,2,7,5,38,5.8,0.746425,1.457575,0
39,1,7,7,46,8.5,2.0117,1.8983,0
35,1,8,8,33,21.4,2.99503,4.06697,0
29,2,6,7,39,6.0,1.131005,1.208995,0
44,2,16,12,51,8.9,2.455091,2.083909,1
21,1,1,1,40,16.1,2.75513,3.68487,0
47,1,6,6,60,11.5,4.178552,2.721448,0
31,1,1,1,41,14.3,2.578245,3.284755,0
28,1,6,9,39,12.9,2.104032,2.926968,1
33,1,4,2,40,1.2,0.298477,0.181523,0
32,1,7,5,38,12.0,2.793143,1.766857,0
46,2,14,12,48,22.9,4.530695,6.461305,1
43,2,15,20,63,19.8,5.920348,6.553652,1
31,2,4,3,44,9.3,1.601609,2.490391,0
28,1,7,5,37,23.7,3.989867,4.779133,1
27,1,6,5,45,4.5,0.730012,1.294988,0
38,1,9,5,42,8.3,1.097971,2.388029,1
41,1,1,1,47,19.9,5.759611,3.593389,0
34,3,6,7,61,4.1,0.900096,1.600904,0
30,2,5,4,32,11.5,2.162195,1.517805,0
45,2,8,9,45,9.2,1.634888,2.505112,0
27,1,3,3,43,17.0,4.524651,2.785349,0
